"item_id"	"manufacturer_item_id"	"upc_or_ean_id"	"manufacturer"	"product_name"	"short_description"	"extended_description"	images	weight	length	width	height	categories	"retail_map"	"msrp"	"stock_status"
"ALN1078"	"1078"	"026509010784"	"Allen Company"	"DLX TACTICAL RANGE BAG BLK"	"DLX TACTICAL RANGE BAG BLK"	"Deluxe Tactical Range Bag: Black - Pack of 3 - 17" x 8" x 8" main compartment - Removable padded handgun pocket (2 each) - Internal compartment dividers - Web carry strap with shoulder gripper"	ALN1078.jpg	.0000	.0000	.0000	.0000	CASE UTL	"n/a"	"n/a"	"S"
"ALN1079"	"1079"	"026509010791"	"Allen Company"	"MASTER TACTICAL RANGE BAG BLK"	"MASTER TACTICAL RANGE BAG BLK"	"Master Tactical Range Bag: Black - Pack of 2 - Padded foam construction - 18" x 9" x 9" main compartment - 16" x 9" x 2" side pocket - 7" x 8" x 2" end pocket w/ ID tag tag holder - 8" x 5" end pocket with loop for flashlight - External water bottle packet"	ALN1079.jpg	.0000	.0000	.0000	.0000	CASE UTL	"n/a"	"n/a"	"N"
"ALN112"	"112"	"026509001126"	"Allen Company"	"NYLON THERMO SEAT 18IN ASSORT CAMO 9PK"	"NYLON THERMO SEAT 18IN ASSORT CAMO 9PK"	"18" Nylon Thermo Seat: Assorted Camo"	ALN112.jpg	.0000	.0000	.0000	.0000	GENHUNT	"n/a"	"n/a"	"N"
"ALN1152"	"1152"	"026509011521"	"Allen Company"	"TROOPER DAY PACK OAK BRUSH"	"TROOPER DAY PACK OAK BRUSH"	"Trooper Three Compartment Day Pack: Oakbrush Camo - 16" x 12" x 5" main compartment - Second compartment is 10" x 8" x 1.5" - Elastic bungee cord system to hold extra clothes - Quiet zipper pulls manufactured with waterproof fabric - Built in carry handle"	ALN1152.jpg	.0000	.0000	.0000	.0000	CASE UTL	"n/a"	"n/a"	"S"
"ALN11710"	"11710"	"026509117100"	"Allen Company"	"WOLF RIVER HIP WADER SZ 10 BRN"	"WOLF RIVER HIP WADER SZ 10 BRN"	"Wolf River Bootfoot Hip Wader: Brown - Size 10 - Cotton lined for comfort - Belt loop and takeup strap - Foam insulated boot - Rubber cleated sole"	ALN11710.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11711"	"11711"	"026509117117"	"Allen Company"	"WOLF RIVER HIP WADER SZ 11 BRN"	"WOLF RIVER HIP WADER SZ 11 BRN"	"Wolf River Bootfoot Hip Wader: Brown - Size 11 - Cotton lined for comfort - Belt loop and takeup strap - Foam insulated boot - Rubber cleated sole"	ALN11711.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11712"	"11712"	"026509117124"	"Allen Company"	"WOLF RIVER HIP WADER SZ 12 BRN"	"WOLF RIVER HIP WADER SZ 12 BRN"	"Wolf River Bootfoot Hip Wader: Brown - Size 12 - Cotton lined for comfort - Belt loop and takeup strap - Foam insulated boot - Rubber cleated sole"	ALN11712.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11713"	"11713"	"026509117131"	"Allen Company"	"WOLF RIVER HIP WADER SZ 13 BRN"	"WOLF RIVER HIP WADER SZ 13 BRN"	"Wolf River Bootfoot Hip Wader: Brown - Size 13 - Cotton lined for comfort - Belt loop and takeup strap - Foam insulated boot - Rubber cleated sole"	ALN11713.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11717"	"11717"	"026509117179"	"Allen Company"	"WOLF RIVER HIP WADER SZ 7 BRN"	"WOLF RIVER HIP WADER SZ 7 BRN"	"Wolf River Bootfoot Hip Wader: Brown - Size 7 - Cotton lined for comfort - Belt loop and takeup strap - Foam insulated boot - Rubber cleated sole"	ALN11717.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11718"	"11718"	"026509117186"	"Allen Company"	"WOLF RIVER HIP WADER SZ 8 BRN"	"WOLF RIVER HIP WADER SZ 8 BRN"	"Wolf River Bootfoot Hip Wader: Brown - Size 8 - Cotton lined for comfort - Belt loop and takeup strap - Foam insulated boot - Rubber cleated sole"	ALN11718.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11719"	"11719"	"026509117193"	"Allen Company"	"WOLF RIVER HIP WADER SZ 9 BRN"	"WOLF RIVER HIP WADER SZ 9 BRN"	"Wolf River Bootfoot Hip Wader: Brown - Size 9 - Cotton lined for comfort - Belt loop and takeup strap - Foam insulated boot - Rubber cleated sole"	ALN11719.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11760"	"11760"	"026509117605"	"Allen Company"	"BLACK RIVER HIP WADER SZ 10 BRN"	"BLACK RIVER HIP WADER SZ 10 BRN"	"Black River Bootfoot Hip Wader: Brown - Size 10 - Two ply upper construction; rugged lightweight polyester upper with waterproof membrane - Belt loop and take-up strap - Foam insulated tool - Cleated sole"	ALN11760.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11761"	"11761"	"026509117612"	"Allen Company"	"BLACK RIVER HIP WADER SZ 11 BRN"	"BLACK RIVER HIP WADER SZ 11 BRN"	"Black River Bootfoot Hip Wader: Brown - Size 11 - Two ply upper construction; rugged lightweight polyester upper with waterproof membrane - Belt loop and take-up strap - Foam insulated tool - Cleated sole"	ALN11761.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11762"	"11762"	"026509117629"	"Allen Company"	"BLACK RIVER HIP WADER SZ 12 BRN"	"BLACK RIVER HIP WADER SZ 12 BRN"	"Black River Bootfoot Hip Wader: Brown - Size 12 - Two ply upper construction; rugged lightweight polyester upper with waterproof membrane - Belt loop and take-up strap - Foam insulated tool - Cleated sole"	ALN11762.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11763"	"11763"	"026509117636"	"Allen Company"	"BLACK RIVER HIP WADER SZ 13 BRN"	"BLACK RIVER HIP WADER SZ 13 BRN"	"Black River Bootfoot Hip Wader: Brown - Size 13 - Two ply upper construction; rugged lightweight polyester upper with waterproof membrane - Belt loop and take-up strap - Foam insulated tool - Cleated sole"	ALN11763.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11767"	"11767"	"026509117674"	"Allen Company"	"BLACK RIVER HIP WADER SZ 7 BRN"	"BLACK RIVER HIP WADER SZ 7 BRN"	"Black River Bootfoot Hip Wader: Brown - Size 7 - Two ply upper construction; rugged lightweight polyester upper with waterproof membrane - Belt loop and take-up strap - Foam insulated tool - Cleated sole"	ALN11767.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11768"	"11768"	"026509117681"	"Allen Company"	"BLACK RIVER HIP WADER SZ 8 BRN"	"BLACK RIVER HIP WADER SZ 8 BRN"	"Black River Bootfoot Hip Wader: Brown - Size 8 - Two ply upper construction; rugged lightweight polyester upper with waterproof membrane - Belt loop and take-up strap - Foam insulated tool - Cleated sole"	ALN11768.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11769"	"11769"	"026509117698"	"Allen Company"	"BLACK RIVER HIP WADER SZ 9 BRN"	"BLACK RIVER HIP WADER SZ 9 BRN"	"Black River Bootfoot Hip Wader: Brown - Size 9 - Two ply upper construction; rugged lightweight polyester upper with waterproof membrane - Belt loop and take-up strap - Foam insulated tool - Cleated sole"	ALN11769.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11810"	"11810"	"026509118107"	"Allen Company"	"GRAND RIVER RUBBER CHEST WADER SZ 10 BRN"	"GRAND RIVER RUBBER CHEST WADER SZ 10 BRN"	"Grand River Bootfoot Chest Wader: Brown - Size 10 - Cotton lined for comfort - Belt loops, suspender buttons - Foam insulated boot - Rubber cleated sole"	ALN11810.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11811"	"11811"	"026509118114"	"Allen Company"	"GRAND RIVER RUBBER CHEST WADER SZ 11 BRN"	"GRAND RIVER RUBBER CHEST WADER SZ 11 BRN"	"Grand River Bootfoot Chest Wader: Brown - Size 11 - Cotton lined for comfort - Belt loops, suspender buttons - Foam insulated boot - Rubber cleated sole"	ALN11811.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11812"	"11812"	"026509118121"	"Allen Company"	"GRAND RIVER RUBBER CHEST WADER SZ 12 BRN"	"GRAND RIVER RUBBER CHEST WADER SZ 12 BRN"	"Grand River Bootfoot Chest Wader: Brown - Size 12 - Cotton lined for comfort - Belt loops, suspender buttons - Foam insulated boot - Rubber cleated sole"	ALN11812.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11813"	"11813"	"026509118138"	"Allen Company"	"GRAND RIVER RUBBER CHEST WADER SZ 13 BRN"	"GRAND RIVER RUBBER CHEST WADER SZ 13 BRN"	"Grand River Bootfoot Chest Wader: Brown - Size 13 - Cotton lined for comfort - Belt loops, suspender buttons - Foam insulated boot - Rubber cleated sole"	ALN11813.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11817"	"11817"	"026509118176"	"Allen Company"	"GRAND RIVER RUBBER CHEST WADER SZ 7 BRN"	"GRAND RIVER RUBBER CHEST WADER SZ 7 BRN"	"Grand River Bootfoot Chest Wader: Brown - Size 7 - Cotton lined for comfort - Belt loops, suspender buttons - Foam insulated boot - Rubber cleated sole"	ALN11817.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11818"	"11818"	"026509118183"	"Allen Company"	"GRAND RIVER RUBBER CHEST WADER SZ 8 BRN"	"GRAND RIVER RUBBER CHEST WADER SZ 8 BRN"	"Grand River Bootfoot Chest Wader: Brown - Size 8 - Cotton lined for comfort - Belt loops, suspender buttons - Foam insulated boot - Rubber cleated sole"	ALN11818.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11819"	"11819"	"026509118190"	"Allen Company"	"GRAND RIVER RUBBER CHEST WADER SZ 9 BRN"	"GRAND RIVER RUBBER CHEST WADER SZ 9 BRN"	"Grand River Bootfoot Chest Wader: Brown - Size 9 - Cotton lined for comfort - Belt loops, suspender buttons - Foam insulated boot - Rubber cleated sole"	ALN11819.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN11961"	"11961"	"026509119616"	"Allen Company"	"INTIMIDATOR GOGGLES YOUTH BLK"	"INTIMIDATOR GOGGLES YOUTH BLK"	"Intimidator Goggles: Black - Youth size - Adjustable elastic band - Foam side covers for a secure fit around the eyes"	ALN11961.jpg	.0000	.0000	.0000	.0000	GENHUNT	"n/a"	"n/a"	"N"
"ALN11967"	"11967"	"026509119678"	"Allen Company"	"STRIKE FORCE GOGGLES YOUTH MTL RED"	"STRIKE FORCE GOGGLES YOUTH MTL RED"	"Strike Force Goggles: Metallic Red - Youth size - Adjustable elastic band - Foam side covers for a secure fit around the eyes"	ALN11967.jpg	.0000	.0000	.0000	.0000	GENHUNT	"n/a"	"n/a"	"N"
"ALN122"	"122"	"026509001225"	"Allen Company"	"SHTGN SLEEVE 52IN ASSORT CAMO 12PK"	"SHTGN SLEEVE 52IN ASSORT CAMO 12PK"	"Assorted Camo Shotgun Sleeve: 52" - Pack of 12 - Assorted camo colors - Soft fleece fabric - Generously cut to allow easy installation or removal - Polybagged with a header card"	ALN122.jpg	.0000	.0000	.0000	.0000	CASE GUN	"n/a"	"n/a"	"N"
"ALG12151"	"12151"	"736211949219"	"Alangator"	"1022 TRIMAG CLIP CONNECTOR BAGGED"	"1022 TRIMAG CLIP CONNECTOR BAGGED"	"1022 Trimag Clip Connector: Bagged - Fits three standard 10/22 magazines - Be careful not to over tighten the bolt - A snug fit is all that is necessary"	ALG12151.jpg	.0000	.0000	.0000	.0000	GENHUNT	"10.95"	"10.95"	"S"
"ALG45785"	"45785"	"705105457857"	"Alangator"	"1022 TRIMAG CLIP CONNECTOR CLAM"	"1022 TRIMAG CLIP CONNECTOR CLAM"	"1022 Trimag Clip Connector: Clam pack - Fits three standard 10/22 magazines - Be careful not to over tighten the bolt - A snug fit is all that is necessary"	ALG45785.jpg	.0000	.0000	.0000	.0000	GENHUNT	"10.95"	"10.95"	"S"
"ALG12153"	"12153"	""	"Alangator"	"NYLON POUCH 1022 TRIMAG CLIP CNCTR BLK"	"NYLON POUCH 1022 TRIMAG CLIP CNCTR BLK"	"10/22 Trimag Clip Connector Pouch: Nylon pouch - Black"	ALG12153.jpg	.0000	.0000	.0000	.0000	GENHUNT	"n/a"	"24.95"	"S"
"ALG12154"	"12154"	""	"Alangator"	"LEATHER POUCH 1022 TRIMAG CLIP CONNECTOR"	"LEATHER POUCH 1022 TRIMAG CLIP CONNECTOR"	"10/22 Trimag Clip Connector Pouch: Leather pouch"	ALG12154.jpg	.0000	.0000	.0000	.0000	GENHUNT	"n/a"	"29.95"	"S"
"AIR611191454"	"611191454"	"793676047256"	"Airsoft"	"PS-COMPACT CO2 PISTOL FULL METAL"	"PS-COMPACT CO2 PISTOL FULL METAL"	"PS Compact Pistol: Semi-Automatic - 6mm caliber - 430 FPS - 19 rds. - Adjustable sights - Easy loading system - Compact design - Accessory rail - Full metal - Integrated BB loading system - Clampack"	AIR611191454.jpg	.0000	.0000	.0000	.0000	AIRACC	"n/a"	"79.95"	"N"
"AIR611191554"	"611191554"	"793676047263"	"Airsoft"	"STUNT POLICE MINI BROXA 5 KIT"	"STUNT POLICE MINI BROXA 5 KIT"	"Stunt Police Mini Broxa 5 Kit: Mini Broxa 5 mini gun with full auto mode, 100 bb's, a target and goggles - Full auto - 6mm caliber - 135 FPS - Adjustable sights - Clampack"	AIR611191554.jpg	.0000	.0000	.0000	.0000	AIRACC	"n/a"	"37.95"	"N"
"AIR611191754"	"611191754"	"793676047287"	"Airsoft"	"STUNT POLICE ARSENAL SLR105"	"STUNT POLICE ARSENAL SLR105"	"Stunt Police Arsenal SLR105: AEG Action - Semi-Automatic - 1/1 scale replica of the SLR105 licensed by Arsenal, USA - Model comes with adjustable Hop-Up and a great line of accessories including sling, battery and charger"	AIR611191754.jpg	.0000	.0000	.0000	.0000	AIRACC	"n/a"	"79.95"	"N"
"AIR611192154"	"611192154"	"793676047324"	"Airsoft"	"SILICONE OIL SPRAY"	"SILICONE OIL SPRAY"	"Silicone Oil Spray: Perfect for the lubrication of Airsoft AEGS and other mechanical parts - Spray comes with a straw like nozzle, perfect for hard to reach places"	AIR611192154.jpg	.0000	.0000	.0000	.0000	AIRACC	"n/a"	"5.95"	"N"
"AIR611192254"	"611192254"	"793676047331"	"Airsoft"	"HIGH GRADE LUBRICANT"	"HIGH GRADE LUBRICANT"	"High Grade Lubricant: Contains ultra-micro teflon particles - These particles improve lubrication effect on metal parts, such as gears in the AEG"	AIR611192254.jpg	.0000	.0000	.0000	.0000	AIRACC	"n/a"	"8.95"	"N"
"ALN10252"	"10252"	"026509102526"	"Allen Company"	"GRAND RIVER FISHING VEST M GREEN"	"GRAND RIVER FISHING VEST M GREEN"	"Grand River Fishing Vest Medium: Green - Medium - Adjustable buckle closure - Two front D-rings for tools and one back neck D-ring for net - Eight accessory pockets for fishing gear - Fishing tool pouch - Rod keeper loop on front - Large back pocket"	ALN10252.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10253"	"10253"	"026509102533"	"Allen Company"	"GRAND RIVER FISHING VEST L GREEN"	"GRAND RIVER FISHING VEST L GREEN"	"Grand River Fishing Vest Medium: Green - Large - Adjustable buckle closure - Two front D-rings for tools and one back neck D-ring for net - Eight accessory pockets for fishing gear - Fishing tool pouch - Rod keeper loop on front - Large back pocket"	ALN10253.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10254"	"10254"	"026509102540"	"Allen Company"	"GRAND RIVER FISHING VEST XL GREEN"	"GRAND RIVER FISHING VEST XL GREEN"	"Grand River Fishing Vest Medium: Green - X Large - Adjustable buckle closure - Two front D-rings for tools and one back neck D-ring for net - Eight accessory pockets for fishing gear - Fishing tool pouch - Rod keeper loop on front - Large back pocket"	ALN10254.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10255"	"10255"	"026509102557"	"Allen Company"	"GRAND RIVER FISHING VEST 2XL GREEN"	"GRAND RIVER FISHING VEST 2XL GREEN"	"Grand River Fishing Vest Medium: Green - 2X Large - Adjustable buckle closure - Two front D-rings for tools and one back neck D-ring for net - Eight accessory pockets for fishing gear - Fishing tool pouch - Rod keeper loop on front - Large back pocket"	ALN10255.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10262"	"10262"	"026509102625"	"Allen Company"	"ROGUE RIVER FISHING VEST M GREEN"	"ROGUE RIVER FISHING VEST M GREEN"	"Rogue River Fishing Vest: Green - Medium - Twelve total pockets for accessories - Two front D-rings and elastic coups for tools and one back D-ring for net - Neoprene yoke for extra comfort -Rod keeper loop - Two large back pockets with double zipper use"	ALN10262.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10263"	"10263"	"026509102632"	"Allen Company"	"ROGUE RIVER FISHING VEST L GREEN"	"ROGUE RIVER FISHING VEST L GREEN"	"Rogue River Fishing Vest: Green - Large - Twelve total pockets for accessories - Two front D-rings and elastic coups for tools and one back D-ring for net - Neoprene yoke for extra comfort -Rod keeper loop - Two large back pockets with double zipper use"	ALN10263.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10264"	"10264"	"026509102649"	"Allen Company"	"ROGUE RIVER FISHING VEST XL GREEN"	"ROGUE RIVER FISHING VEST XL GREEN"	"Rogue River Fishing Vest: Green - X Large - Twelve total pockets for accessories - Two front D-rings and elastic coups for tools and one back D-ring for net - Neoprene yoke for extra comfort -Rod keeper loop - Two large back pockets with double zipper use"	ALN10264.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10265"	"10265"	"026509102656"	"Allen Company"	"ROGUE RIVER FISHING VEST 2XL GREEN"	"ROGUE RIVER FISHING VEST 2XL GREEN"	"Rogue River Fishing Vest: Green - 2X Large - Twelve total pockets for accessories - Two front D-rings and elastic coups for tools and one back D-ring for net - Neoprene yoke for extra comfort -Rod keeper loop - Two large back pockets with double zipper use"	ALN10265.jpg	.0000	.0000	.0000	.0000	APPAREL	"n/a"	"n/a"	"N"
"ALN10305"	"10305"	"026509103059"	"Allen Company"	"AIRSOFT SPEC-OPS TRANSPORT CASE 36IN"	"AIRSOFT SPEC-OPS TRANSPORT CASE 36IN"	": : Airsoft Spec-Ops 36 inch Transport Case: Black/digital camo - 34 x 12 inches - Padded weapon protection - Pockets for max ammo payload - Pockets for gear/safety storage: "	ALN10305.jpg	.0000	.0000	.0000	.0000	CASE GUN	"n/a"	"n/a"	"N"
"ALN10310"	"10310"	"026509103103"	"Allen Company"	"AIRSOFT BACK PACK BLK DIG CAMO"	"AIRSOFT BACK PACK BLK DIG CAMO"	"Airsoft Back Pack: Black/digital camo - Large containment pocket - Quick access to sidearm and other gear - Multiple internal pockets for lifestyle gear storage - Fits most M4/Carbine Format/Tactical Airsoft weapons/Paintball guns"	ALN10310.jpg	.0000	.0000	.0000	.0000	TAC GEAR	"n/a"	"n/a"	"N"
"ALN1061"	"1061"	"026509010616"	"Allen Company"	"REAPER X TACTICAL GUN CASE"	"REAPER X TACTICAL GUN CASE"	"Reaper X Tactical Gun Case: Reaper camo and black - 1200D Endura fabric shell - Four magazine pockets - One large accessory pocket -Accented accessory pouch for extra gear - Proviel Reaper Black Camo"	ALN1061.jpg	.0000	.0000	.0000	.0000	CASE GUN	"n/a"	"n/a"	"N"
"ALN123"	"123"	"026509001232"	"Allen Company"	"RFL SLEEVE 48IN ASSORT CAMO 12PK"	"RFL SLEEVE 48IN ASSORT CAMO 12PK"	"Assorted Camo Scoped Rifle Sleeve: 48" - Pack of 12 - Assorted camo colors - Soft fleece fabric - Generously cut to allow easy installation or removal - Polybagged with a header card"	ALN123.jpg	.0000	.0000	.0000	.0000	CASE GUN	"n/a"	"n/a"	"N"
"ALN124"	"124"	"026509001249"	"Allen Company"	"SHTGN SLEEVE FLEECE 52IN ASSORT CLR 12PK"	"SHTGN SLEEVE FLEECE 52IN ASSORT CLR 12PK"	"Assorted Fleece Scoped Rifle Sleeve: 52" - Pack of 12 - Assorted earthtone colors - Soft fleece fabric - Generously cut to allow easy installation or removal - Polybagged with a header card"	ALN124.jpg	.0000	.0000	.0000	.0000	CASE GUN	"n/a"	"n/a"	"N"
"ALN125"	"125"	"026509001256"	"Allen Company"	"RFL SLEEVE FLEECE 49IN ASSORT COLOR 12PK"	"RFL SLEEVE FLEECE 49IN ASSORT COLOR 12PK"	"Assorted Fleece Scoped Rifle Sleeve: 49" - Pack of 12 - Assorted earthtone colors - Soft fleece fabric - Generously cut to allow easy installation or removal - Polybagged with a header card"	ALN125.jpg	.0000	.0000	.0000	.0000	CASE GUN	"n/a"	"n/a"	"N"
"ALN1282"	"1282"	"026509012825"	"Allen Company"	"DUFFEL BAG CAMO 12X24IN OAK BRUSH"	"DUFFEL BAG CAMO 12X24IN OAK BRUSH"	"Duffel Bag: Oakbrush Camo - 12" x 24" - Padded removable shoulder strap - 12" x 12" x 22" main compartment - Heavy duty 2" web carry handles - Heavy duty 900D fabric - Heavy duty #8 zipper with silent zipper pulls - Flat zippered pocket at each end"	ALN1282.jpg	.0000	.0000	.0000	.0000	CASE UTL	"n/a"	"n/a"	"N"
"ALN12820"	"12820"	"026509128205"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 10 MOBU"	"JERSEY NEOPRENE WADER SZ 10 MOBU"	"Neoprene Bootfoot Chest Wader: Mossy Oak Break-Up Camo - Size 10 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12820.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12821"	"12821"	"026509128212"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 11 MOBU"	"JERSEY NEOPRENE WADER SZ 11 MOBU"	"Neoprene Bootfoot Chest Wader: Mossy Oak Break-Up Camo - Size 11 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12821.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12822"	"12822"	"026509128229"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 12 MOBU"	"JERSEY NEOPRENE WADER SZ 12 MOBU"	"Neoprene Bootfoot Chest Wader: Mossy Oak Break-Up Camo - Size 12 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12822.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12823"	"12823"	"026509128236"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 13 MOBU"	"JERSEY NEOPRENE WADER SZ 13 MOBU"	"Neoprene Bootfoot Chest Wader: Mossy Oak Break-Up Camo - Size 13 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12823.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12827"	"12827"	"026509128274"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 7 MOBU"	"JERSEY NEOPRENE WADER SZ 7 MOBU"	"Neoprene Bootfoot Chest Wader: Mossy Oak Break-Up Camo - Size 7 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12827.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12828"	"12828"	"026509128281"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 8 MOBU"	"JERSEY NEOPRENE WADER SZ 8 MOBU"	"Neoprene Bootfoot Chest Wader: Mossy Oak Break-Up Camo - Size 8 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12828.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12829"	"12829"	"026509128298"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 9 MOBU"	"JERSEY NEOPRENE WADER SZ 9 MOBU"	"Neoprene Bootfoot Chest Wader: Mossy Oak Break-Up Camo - Size 9 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12829.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12830"	"12830"	"026509128304"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 10 MAX4"	"JERSEY NEOPRENE WADER SZ 10 MAX4"	"Neoprene Bootfoot Chest Wader: Advantage Max-4 HD Camo - Size 10 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12830.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12831"	"12831"	"026509128311"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 11 MAX4"	"JERSEY NEOPRENE WADER SZ 11 MAX4"	"Neoprene Bootfoot Chest Wader: Advantage Max-4 HD Camo - Size 11 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12831.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
"ALN12832"	"12832"	"026509128328"	"Allen Company"	"JERSEY NEOPRENE WADER SZ 12 MAX4"	"JERSEY NEOPRENE WADER SZ 12 MAX4"	"Neoprene Bootfoot Chest Wader: Advantage Max-4 HD Camo - Size 12 - High back design - Reinforced knee pads, hand warmer pocket - Semi-hard toe cap and steel arch supprot - Rubber boots with: 600 grams of Thinsulate"	ALN12832.jpg	.0000	.0000	.0000	.0000	FISHING	"n/a"	"n/a"	"N"
