"item_id",qty_available,"stock_status","active_status"
"UNC88771",11,"S","Y"
"UNC88891",4,"S","Y"
"UNC89012",17,"S","Y"
"UNC89021",11,"S","Y"
"UNC89022",4,"S","Y"
"UNC89051",46,"S","Y"
"UNC95041",0,"N","Y"
"UNC95131",0,"N","Y"
"VOLVC10EE",0,"S","Y"
"VOLVC10ES",2,"S","Y"
"VOLVC10HP",0,"S","Y"
"VOLVC10HPCS",1,"S","Y"
"VOLVCTHMC32HC7HMR",0,"N","Y"
"VOLVCTHM7HMRS",0,"N","Y"
"VOLVCTHM32HC7HMRS",0,"N","Y"
"VOLVC2AKS",0,"N","Y"
"VOLVC2SCTSB",0,"N","Y"
"VOLVC2SMB",0,"N","Y"
"VOLVC2BRS",0,"N","Y"
"RCB98884",0,"N","Y"
"RCB98887",0,"N","Y"
"RCB98910",0,"N","Y"
"RCB98920",0,"N","Y"
"RCB98927",0,"N","Y"
"RCB98975",0,"N","Y"
"RCB99235",0,"N","Y"
"RCB99237",0,"N","Y"
"RCB99244",0,"N","Y"
"REM19645",15,"S","Y"
"REM19651",6,"S","Y"
"REM24027",127,"S","Y"
"REM19656",0,"S","Y"
"REM26617",122,"S","Y"
"RUG90007",26,"S","Y"
"RUG90012",172,"S","Y"
"RUG90046",0,"S","Y"
"RUG90049",15,"S","Y"
"RUG90062",0,"S","Y"
"RUG90074",0,"S","Y"
"RUG90089",0,"S","Y"
"RUG90174",10,"S","Y"
"RUG90176",2,"S","Y"
"RUGB65",92,"S","Y"
"RUGB67",0,"S","Y"
"RUGKMSO2200",0,"N","Y"
"RUGMS25501",0,"S","Y"
"RUGMSO2200",0,"N","Y"
"SAK102",25,"S","Y"
"SAK109",25,"S","Y"
"SAV90007",8,"S","Y"
"SAV90001",24,"S","Y"
"SECM60L",32,"S","Y"
"SECP22J",37,"S","Y"
"SHCFPL04",36,"S","Y"
"SHCG10CC",61,"S","Y"
"SHCMC716",19,"S","Y"
"SHCRP006",11,"S","Y"
"CHA40854",22,"S","Y"
"CHA40856",0,"S","Y"
"SIGMAG220458",0,"S","Y"
"SIGMAG2294310",0,"S","Y"
"SIGMAG226915",0,"S","Y"
"SIGMAG2264312",0,"S","Y"
"SIGMAG20224310",156,"S","Y"
"SIM510484",6,"S","Y"
"SIM511033",0,"S","Y"
"SIM511039",74,"S","Y"
"SIM511072",-1,"S","Y"
"SIM807739",2,"S","Y"
"SIM822010",2,"S","Y"
"SNW16400",0,"N","Y"
"SNW19058",0,"S","Y"
"SNW19062",0,"S","Y"
"SNW19101",0,"N","Y"
"SNW19147",0,"N","Y"
"SNW19149",0,"N","Y"
"SNW19186",0,"N","Y"
"SNW19197",0,"S","Y"
"SNW19212",0,"N","Y"
"SNW19221",0,"N","Y"
"SNW19223",0,"N","Y"
"SNW19250",0,"N","Y"
"SNW19276",0,"S","Y"
"SNW19278",0,"N","Y"
"SNW19287",0,"N","Y"
"SNW19351",0,"S","Y"
"SNW19401",0,"N","Y"
"SNW21993",0,"N","Y"
"SNW21995",0,"N","Y"
"SNW24870",0,"N","Y"
"SNW24932",0,"N","Y"
"SNW29511",0,"N","Y"
"SNW31045",0,"N","Y"
"SNW31152",0,"N","Y"
"SNW31596",0,"N","Y"
"SNW31625",0,"N","Y"
"LYM6033146",0,"N","Y"
"LYM6033147",0,"N","Y"
"LYM6033171",0,"N","Y"
"LYM6033173",0,"N","Y"
"LYM7031290",0,"S","Y"
"LYM7031295",0,"N","Y"
"LYM7031298",0,"S","Y"
"LYM7631301",0,"N","Y"
"LYM7631302",0,"N","Y"
"LYM7631303",0,"N","Y"
"LYM7631304",0,"N","Y"
"LYM7631305",4,"S","Y"
"LYM7631333",0,"N","Y"
"LYM7631340",0,"N","Y"
"LYM7631343",0,"N","Y"
"LYM7631415",0,"N","Y"
"LYM7631417",0,"N","Y"
"LYM7631419",12,"N","Y"
"LYM7631601",0,"N","Y"
"LYM7728036",0,"N","Y"
"LYM7728040",0,"N","Y"
"LYM7728053",0,"N","Y"
"LYM7728054",0,"N","Y"
"LYM7752314",0,"N","Y"
"LYM7777750",0,"N","Y"
"LYM7777758",0,"N","Y"
"LYM7777760",0,"N","Y"
"LYM7810140",0,"N","Y"
"LYM7810165",0,"N","Y"
"LYM7810175",0,"N","Y"
"LYM7832201",0,"N","Y"
"LYM7832212",1,"S","Y"
"LYM7832215",0,"N","Y"
"LYM7832218",0,"N","Y"
"LYM7832230",0,"N","Y"
"LYM7990116",0,"N","Y"
"LYM7991415",0,"N","Y"
"LYM9847261",0,"N","Y"
"LYM9847268",0,"N","Y"
"MAG105000002",0,"N","Y"
"MAG108000036",0,"N","Y"
"MAG108000037",0,"N","Y"
"MAG108000038",32,"C","Y"
"MAG108000041",18,"C","Y"
"MAG108000068",16,"C","Y"
"MAG108000069",7,"C","Y"
"MAG108000071",0,"N","Y"
"MAG108000208",0,"N","Y"
"MAG108000211",0,"N","Y"
"MAG108000215",0,"N","Y"
"MAG201000161",0,"N","Y"
"MAG201000179",0,"N","Y"
"MAG201000180",0,"N","Y"
"MAG201000181",0,"N","Y"
"MAG412000001",0,"N","Y"
"MAG412000002",0,"N","Y"
"MAGAK3A094",0,"N","Y"
"MAGAM2A016",11,"N","Y"
"MAGAM2A026",0,"N","Y"
"MAGASXC046",0,"N","Y"
"MAGASXCAT6",0,"N","Y"
"MAGASXD026",5,"S","Y"
"MAGASXD036",0,"N","Y"
"MAGK3A112",4,"S","Y"
"MAGK3A116",8,"S","Y"
"MAGLMSA601",102,"C","Y"
"MAGLR00001",2,"N","Y"
"MAGLWSA301",31,"C","Y"
"MAGM2A106",0,"N","Y"
"MAGM2A10H",0,"N","Y"
"MAGM2A10L",0,"N","Y"
"MAGM3A012",36,"S","Y"
"MAGM3A016",16,"S","Y"
"MAGM3A032",12,"S","Y"
"VOLVCSF7LR",0,"N","Y"
"VOLVCTHM7LRB",0,"N","Y"
"VOLVCREE",0,"N","Y"
"WALWAF65000",0,"P","N"
"WIL102S",1,"S","Y"
"WIL102SS",0,"N","Y"
"WIL12LO",0,"N","Y"
"WIL142",0,"S","Y"
"WIL142R1",0,"N","Y"
"WIL142R2",0,"N","Y"
"WIL190",0,"S","Y"
"WIL190S",0,"N","Y"
"WIL192B",1,"S","Y"
"WIL192S",1,"S","Y"
"WIL297",0,"N","Y"
"WIL298B",2,"S","Y"
"WIL298S",1,"S","Y"
"WIL313S",5,"S","Y"
"WIL314",2,"S","Y"
"WIL314C",2,"S","Y"
"WIL315B",1,"S","Y"
"WIL326",0,"N","Y"
"WIL33O",0,"N","Y"
"WIL34",2,"S","Y"
"WIL364",0,"N","Y"
"WIL366BF",0,"N","Y"
"WIL402",0,"N","Y"
"WIL42445B",0,"N","Y"
"WIL429BC",1,"S","Y"
"WIL429BG",2,"S","Y"
"WIL92BFO",0,"N","Y"
"WIL92BV",0,"N","Y"
"WIL92SF",0,"S","Y"
"WIL92SFO",0,"N","Y"
"WVR48013",0,"S","Y"
"WVR48014",0,"S","Y"
"WVR48015",0,"S","Y"
"WVR48016",0,"S","Y"
"WVR48030",0,"N","Y"
"WVR48031",0,"N","Y"
"WVR48032",0,"N","Y"
"WVR48035",3,"S","Y"
"WVR48053",8,"S","Y"
"WVR48054",2,"S","Y"
"WVR48055",7,"S","Y"
"WVR48057",0,"N","Y"
"WVR48071",0,"N","Y"
"WVR48072",0,"N","Y"
"WVR48073",0,"N","Y"
"WVR48074",12,"S","Y"
"WVR48075",5,"S","Y"
"WVR48088",2,"S","Y"
"WVR48090",6,"S","Y"
"WVR48110",0,"N","Y"
"WVR48111",0,"N","Y"
"WVR48112",0,"N","Y"
"WVR48231",0,"N","Y"
"WVR48234",1,"S","Y"
"WVR48241",0,"N","Y"
"WVR48243",0,"N","Y"
"WVR48402",0,"S","Y"
"WVR48403",0,"N","Y"
"WVR48405",0,"N","Y"
"WVR48431",0,"N","Y"
"WVR48432",4,"S","Y"
"WVR48434",0,"N","Y"
"WVR48448",0,"N","Y"
"WVR48449",0,"N","Y"
"WVR48450",0,"N","Y"
"WVR48451",2,"C","Y"
"WVR48452",0,"N","Y"
"WVR48641",0,"N","Y"
"WVR48900",0,"N","Y"
"WVR48901",0,"N","Y"
"WVR48902",0,"N","Y"
"WVR48903",0,"N","Y"
"WVR48942",0,"N","Y"
"RCB81677",0,"N","Y"
"RCB82015",0,"N","Y"
"RCB82017",0,"N","Y"
"RCB82024",0,"N","Y"
"RCB82027",0,"N","Y"
"RCB82036",0,"N","Y"
"RCB82041",0,"N","Y"
"RCB82049",0,"N","Y"
"RCB82051",0,"N","Y"
"RCB82062",0,"N","Y"
"RCB82064",0,"N","Y"
"RCB82070",0,"N","Y"
"RCB82074",0,"N","Y"
"RCB82085",0,"N","Y"
"RCB82087",0,"N","Y"
"RCB82134",0,"N","Y"
"RCB82138",0,"N","Y"
"RCB82152",0,"N","Y"
"RCB82154",0,"N","Y"
"RCB82160",0,"N","Y"
"RCB82170",0,"N","Y"
"RCB82200",0,"N","Y"
"RCB82207",0,"N","Y"
"RCB82209",0,"N","Y"
"RCB82215",0,"N","Y"
"RCB82217",0,"N","Y"
"RCB82220",0,"N","Y"
"RCB82225",0,"N","Y"
"RCB82227",0,"N","Y"
"RCB82234",0,"N","Y"
"RCB82236",0,"N","Y"
"RCB82244",0,"N","Y"
"RCB82246",0,"N","Y"
"RCB82250",0,"N","Y"
"RCB82302",0,"N","Y"
"RCB82304",0,"N","Y"
"RCB82513",0,"N","Y"
"RCB82520",0,"N","Y"
"RCB82530",0,"N","Y"
"RCB82536",0,"N","Y"
"RCB85506",0,"N","Y"
"RCB85515",0,"N","Y"
"RCB85546",0,"N","Y"
"RCB85552",0,"N","Y"
"RCB85583",0,"N","Y"
"RCB85595",0,"N","Y"
"RCB85611",0,"N","Y"
"RCB85631",0,"N","Y"
"RCB85639",0,"N","Y"
"RCB86002",0,"N","Y"
"RCB86009",0,"N","Y"
"RCB86011",0,"N","Y"
"RCB86016",0,"N","Y"
"RCB86018",0,"N","Y"
"RCB86025",0,"N","Y"
"RCB86035",0,"N","Y"
"RCB86882",0,"N","Y"
"RCB86885",0,"N","Y"
"RCB86906",0,"N","Y"
"RCB87005",0,"N","Y"
"RCB87076",0,"N","Y"
"RCB87090",0,"N","Y"
"RCB87322",0,"N","Y"
"RCB87460",0,"N","Y"
"RCB87540",0,"N","Y"
"RCB87552",0,"N","Y"
"RCB87602",0,"N","Y"
"RCB87604",0,"N","Y"
"RCB87615",0,"N","Y"
"RCB87617",0,"N","Y"
"RCB87623",0,"N","Y"
"RCB87625",0,"N","Y"
"RCB87811",0,"N","Y"
"RCB88126",0,"N","Y"
"RCB88128",0,"N","Y"
"RCB88134",0,"N","Y"
"RCB88136",0,"N","Y"
"SNW350096",0,"N","Y"
"SNW350118",0,"N","Y"
"SNW350121",0,"N","Y"
"SNW350139",0,"N","Y"
"SOU104",60,"S","Y"
"SOU119",13,"S","Y"
"SOU124",23,"S","Y"
"SOU130",114,"S","Y"
"SPD0100C",1,"N","Y"
"SPD0115C",0,"N","Y"
"SPD0200",1,"S","Y"
"SPD0256",0,"N","Y"
"SPD0260C",0,"N","Y"
"SPD0266",0,"N","Y"
"SPD0280",2,"S","Y"
"SPD0282",0,"N","Y"
"SPD0300",1,"N","Y"
"SPD0303LLC",0,"N","Y"
"SPD0305C",0,"N","Y"
"SPD0315",0,"N","Y"
"SPD0320",0,"N","Y"
"SPD0335",0,"N","Y"
"SPD0341",0,"N","Y"
"SPD0360",0,"N","Y"
"SPD0370",0,"N","Y"
"SPD0552",0,"N","Y"
"SPD0556",0,"N","Y"
"SPD0600",0,"N","Y"
"SPD0661",0,"N","Y"
"SPD0924",0,"N","Y"
"STPF3B39R4F",4,"C","Y"
"PRI65481",12,"S","Y"
"STPE102",19,"C","Y"
"STPT3B38BXX",8,"C","Y"
"STPT2M65VXX",1,"C","Y"
"STPT3M38VXX",0,"C","Y"
"STR21401",0,"N","Y"
"STR22050",0,"N","Y"
"STR22517",0,"N","Y"
"STR22665",0,"N","Y"
"STR24003",0,"N","Y"
"STR25100",0,"N","Y"
"STR25122",0,"N","Y"
"STR25127",3,"N","Y"
"STR33212",0,"N","Y"
"STR44050",0,"N","Y"
"STR44101",0,"N","Y"
"STR44401",0,"N","Y"
"STR45070",0,"N","Y"
"STR45072",0,"N","Y"
"STR45109",0,"N","Y"
"STR45111",0,"N","Y"
"STR45133",0,"N","Y"
"STR45704",0,"N","Y"
"STR45902",0,"N","Y"
"STR45908",0,"N","Y"
"STR45911",0,"N","Y"
"STR51012",1,"P","N"
"STR51102",0,"N","Y"
"STR51104",0,"N","Y"
"STR51201",0,"N","Y"
"STR61051",0,"N","Y"
"STR61100",0,"N","Y"
"STR65022",0,"N","Y"
"STR65030",0,"N","Y"
"STR65612",0,"N","Y"
"STR65618",0,"N","Y"
"STR68200",0,"N","Y"
"STR68250",0,"N","Y"
"STR68254",0,"N","Y"
"STR69055",0,"B","N"
"STR69902",0,"N","Y"
"STR71500",7,"S","Y"
"STR72030",0,"N","Y"
"STR74000",0,"N","Y"
"STR74903",0,"N","Y"
"RCB88138",0,"N","Y"
"RCB88301",0,"N","Y"
"RCB88303",0,"N","Y"
"RCB88310",0,"N","Y"
"RCB88315",0,"N","Y"
"RCB88321",0,"N","Y"
"RCB88323",0,"N","Y"
"RCB88325",0,"N","Y"
"RCB88331",0,"N","Y"
"RCB88337",0,"N","Y"
"RCB88510",0,"N","N"
"RCB88512",0,"N","N"
"RCB88517",0,"N","Y"
"RCB88519",0,"N","Y"
"RCB88521",0,"N","Y"
"RCB88715",0,"N","Y"
"RCB88772",0,"N","Y"
"RCB88806",0,"N","Y"
"RCB88808",0,"N","Y"
"RCB88815",0,"N","Y"
"RCB88817",0,"N","Y"
"RCB88822",0,"N","Y"
"RCB88824",0,"N","Y"
"RCB88832",0,"N","Y"
"RCB88834",0,"N","Y"
"RCB88841",0,"N","Y"
"RCB88843",0,"N","Y"
"RCB88878",0,"N","Y"
"RCB89007",0,"N","Y"
"RCB89112",0,"N","Y"
"RCB89114",0,"N","Y"
"RCB89119",0,"N","Y"
"RCB89121",0,"N","Y"
"RCB89128",0,"N","Y"
"RCB89130",0,"N","Y"
"RCB89137",0,"N","Y"
"RCB89139",0,"N","Y"
"RCB89171",0,"N","Y"
"RCB89173",0,"N","Y"
"RCB89192",0,"N","Y"
"RCB89194",0,"N","Y"
"RCB90061",0,"N","Y"
"RCB90063",0,"N","Y"
"RCB90068",0,"N","Y"
"RCB90070",0,"N","Y"
"RCB90081",0,"N","Y"
"RCB90083",0,"N","Y"
"RCB90090",0,"N","Y"
"RCB90092",0,"N","Y"
"RCB90257",0,"N","Y"
"RCB90259",0,"N","Y"
"RCB90271",0,"N","Y"
"RCB90278",0,"N","Y"
"RCB90287",0,"N","Y"
"RCB90301",0,"N","Y"
"RCB90306",0,"N","Y"
"RCB90308",0,"N","Y"
"RCB90315",0,"N","Y"
"RCB90317",0,"N","Y"
"RCB90325",0,"N","Y"
"RCB90327",0,"N","Y"
"RCB90334",0,"N","Y"
"RCB90336",0,"N","Y"
"RCB90338",0,"N","Y"
"RCB90343",0,"N","Y"
"RCB90350",0,"N","Y"
"RCB90361",0,"N","Y"
"RCB90363",0,"N","Y"
"RCB90378",0,"N","N"
"RCB90382",0,"N","Y"
"RCB98876",0,"N","Y"
"RCB98878",0,"N","Y"
"RCB98886",0,"N","Y"
"RCB98889",0,"N","Y"
"RCB98911",0,"N","Y"
"RCB98921",0,"N","Y"
"RCB98926",0,"N","Y"
"STR74914",4,"C","Y"
"STR75013",0,"N","Y"
"STR75103",0,"N","Y"
"STR75116",0,"N","Y"
"STR75275",0,"N","Y"
"STR75903",0,"N","Y"
"STR75906",0,"N","Y"
"STR75956",0,"N","Y"
"STR76524",0,"N","Y"
"STR77914",0,"N","Y"
"STR78903",0,"N","Y"
"STR85001",0,"N","Y"
"STR85010",23,"S","Y"
"STR85905",0,"N","Y"
"STR85914",15,"S","Y"
"STR88914",0,"N","Y"
"STR90011",0,"N","Y"
"STR90112",0,"N","Y"
"STR90120",0,"N","Y"
"STR90320",0,"N","Y"
"STR90401",0,"N","Y"
"STR99075",0,"N","Y"
"SURF06",0,"N","Y"
"SURF27",0,"N","Y"
"TAC1081025",11,"S","Y"
"TAC1081030",0,"N","Y"
"TAC1081111",6,"S","Y"
"TAC1081139",0,"N","Y"
"TAC1081152",35,"S","Y"
"TAC1081154",57,"S","Y"
"TAC1081163",3,"S","Y"
"TAC1081167",40,"S","Y"
"TAC1081174",10,"S","Y"
"TAC1081177",6,"S","Y"
"TAC1081186",17,"S","Y"
"TAC1081193",0,"N","Y"
"TAS168RB",0,"N","Y"
"TAS178RBD",0,"N","Y"
"TAS2001BRZ",0,"N","Y"
"TAS30060402",0,"N","Y"
"TAS791DSC",12,"S","Y"
"TAS797DSC",39,"S","Y"
"TASDWC39X40M",5,"S","Y"
"TASDWC39X50N",0,"N","Y"
"TASPH4X32D",0,"N","Y"
"TASRF37X20D",0,"N","Y"
"TASTG624X44DS",0,"N","Y"
"TASVAR251042M",4,"S","Y"
"TAU10031",0,"N","Y"
"TAU10033",0,"N","Y"
"TAU50030",0,"N","Y"
"TAU510909",0,"N","Y"
"TAU51091115",0,"S","Y"
"TAU511101",0,"S","Y"
"TAU511101PRO12",0,"S","Y"
"TAU513201PRO",0,"N","Y"
"TAU513801PRO",0,"N","Y"
"TAU52474015",0,"S","Y"
"TAU52474512",0,"S","Y"
"TAU594501",0,"S","Y"
"TMC120422",1278,"C","Y"
"TMC120452",476,"C","Y"
"TRA802ASG20",0,"C","N"
"TRA803ASG410P",2,"C","Y"
"TRA804ASC38P",33,"C","Y"
"TRA811ASC223",92,"C","Y"
"TRA811ASC223P",25,"C","Y"
"TRA812ASC308P",5,"C","Y"
"TRA819ASC76239",42,"C","Y"
"TRJBE08",0,"N","Y"
"TRJCA22",0,"N","Y"
"TRJCA26",0,"N","Y"
"TRJCZ02",0,"N","Y"
"TRJDE03",0,"N","Y"
"TRJGL04",0,"S","Y"
"RCB98930",0,"N","Y"
"RCB99236",0,"N","Y"
"RCB99238",0,"N","Y"
"REM18397",12,"S","Y"
"REM19650",6,"S","Y"
"REM19635",0,"S","Y"
"REM26610",297,"S","Y"
"REM19655",0,"S","Y"
"RUG90009",435,"S","Y"
"RUG90045",0,"S","Y"
"RUG90047",0,"N","Y"
"RUG90088",0,"S","Y"
"RUG90090",28,"S","Y"
"RUG90175",0,"N","Y"
"RUG90186",9,"S","Y"
"RUGB06602",0,"S","Y"
"RUGKMSO0700",0,"S","Y"
"RUGMSO0700",21,"S","Y"
"RUGMSO5500B",0,"S","Y"
"SAK101",15,"S","Y"
"SAK104",148,"S","Y"
"SAV90008",0,"S","Y"
"SAV90009",23,"S","Y"
"SECM120FT",25,"S","Y"
"SECP22",44,"S","Y"
"SHCFPL128",0,"N","Y"
"SHCPSQ12",4,"S","Y"
"SHCSG012",10,"S","Y"
"CHA40472",0,"S","Y"
"CHA40479",0,"N","Y"
"CHA40853",1,"S","Y"
"CHA40855",10,"S","Y"
"CHA40857",9,"S","Y"
"SIGMAG2294312",0,"S","Y"
"SIGMAG2323807S",0,"S","Y"
"SIGMAG23998",0,"S","Y"
"SIGMAG2264310",0,"S","Y"
"SIM510481",0,"S","Y"
"SIM511022",23,"S","Y"
"SIM511037",24,"S","Y"
"SIM517702",0,"N","Y"
"SIM807738",0,"S","Y"
"SNW16410",0,"N","Y"
"SNW19055",0,"S","Y"
"SNW19059",0,"S","Y"
"SNW19081",0,"S","Y"
"SNW19110",0,"N","Y"
"SNW19141",0,"N","Y"
"SNW19146",0,"N","Y"
"SNW19148",0,"N","Y"
"SNW19185",0,"N","Y"
"SNW19195",0,"S","Y"
"SNW19213",0,"N","Y"
"SNW19220",0,"N","Y"
"SNW19222",0,"N","Y"
"SNW19251",0,"N","Y"
"SNW19269",0,"S","Y"
"SNW19275",0,"N","Y"
"SNW19277",0,"S","Y"
"SNW19279",0,"S","Y"
"SNW19284",0,"N","Y"
"SNW19286",0,"S","Y"
"SNW19350",0,"S","Y"
"SNW19353",0,"S","Y"
"SNW19358",0,"S","Y"
"SNW19400",0,"N","Y"
"SNW19402",0,"N","Y"
"SNW21992",0,"N","Y"
"SNW21994",0,"N","Y"
"SNW22825",0,"N","Y"
"SNW23560",0,"N","Y"
"SNW24934",0,"N","Y"
"SNW31038",0,"N","Y"
"SNW31595",0,"N","Y"
"SNW31597",0,"N","Y"
"SNW350095",0,"N","Y"
"TRJGL11",0,"N","Y"
"TRJHK09",1,"S","Y"
"TRJMM08",0,"N","Y"
"TRJRA01",0,"N","Y"
"TRJRE05",0,"N","Y"
"TRJRX0111",0,"N","Y"
"TRJRX0611",1,"S","Y"
"TRJRX15",0,"S","Y"
"TRJRX25",1,"S","Y"
"TRJSA07",0,"N","Y"
"TRJSA09",0,"N","Y"
"TRJSA24",0,"N","Y"
"TRJSA26",0,"N","Y"
"TRJSG03",0,"S","Y"
"TRJTA01NSN",10,"S","Y"
"TRJTA11E",0,"S","Y"
"TRJTA12",3,"S","Y"
"TRJTA31A",2,"S","Y"
"TRJTA31RCOA4",8,"S","Y"
"TRJTA472",0,"N","Y"
"TRJTA476",0,"N","Y"
"TRJTA52",31,"S","Y"
"TRJTA62",0,"N","Y"
"TRJTA64",73,"S","Y"
"TRJTR22R",9,"S","Y"
"TRJTX12",0,"N","Y"
"TRJTX21",0,"N","Y"
"UNC10022",8,"S","Y"
"UNC10712",26,"S","Y"
"UNC11812",0,"N","Y"
"UNC12312",22,"S","Y"
"UNC13113",0,"N","Y"
"UNC13412",5,"S","Y"
"UNC14023",22,"S","Y"
"UNC14033",133,"S","Y"
"UNC14622",2,"S","Y"
"UNC15922",23,"S","Y"
"UNC15952",0,"N","Y"
"UNC18302",2,"S","Y"
"UNC21106",0,"N","Y"
"UNC21312",0,"N","Y"
"UNC22012",0,"S","Y"
"UNC22200",0,"N","Y"
"UNC22401",33,"S","Y"
"UNC22416",83,"S","Y"
"UNC24500",8,"S","Y"
"UNC24520",4,"S","Y"
"BUT26762",22,"S","Y"
"UNC26993",11,"S","Y"
"UNC50301",6,"S","Y"
"UNC50362",7,"S","Y"
"UNC51362",13,"S","Y"
"UNC51372",6,"S","Y"
"UNC52121",66,"S","Y"
"UNC52271",0,"N","Y"
"UNC54122",2,"S","Y"
"UNC54201",6,"S","Y"
"UNC54211",28,"S","Y"
"UNC54232",6,"S","Y"
"UNC54242",5,"S","Y"
"UNC54291",3,"S","Y"
"UNC54301",6,"S","Y"
"UNC63150",0,"N","Y"
"UNC70010",3,"S","Y"
"UNC74185",0,"N","Y"
"UNC74361",0,"N","Y"
"UNC74582",0,"N","Y"
"UNC74711",0,"N","Y"
"UNC74775",0,"N","Y"
"UNC74961",0,"N","Y"
"UNC75021",2,"S","Y"
"UNC75151",6,"S","Y"
"UNC76051",0,"N","Y"
"UNC76101",4,"S","Y"
"UNC76162",0,"N","Y"
"UNC76362",9,"S","Y"
"UNC77010",2,"S","Y"
"SNW350100",0,"N","Y"
"SNW350109",0,"N","Y"
"SNW350119",0,"N","Y"
"SNW350138",0,"N","Y"
"SOU107",0,"N","Y"
"SOU112",48,"S","Y"
"SOU118",20,"S","Y"
"SOU125",32,"S","Y"
"SPD0100",3,"S","Y"
"SPD0250",1,"S","Y"
"SPD0255C",0,"N","Y"
"SPD0260",5,"S","Y"
"SPD0270",0,"N","Y"
"SPD0280C",0,"N","Y"
"SPD0300C",0,"N","Y"
"SPD0303LL",0,"N","Y"
"SPD0305",0,"N","Y"
"SPD0314C",0,"N","Y"
"SPD0315C",0,"N","Y"
"SPD0340",0,"N","Y"
"SPD0350",0,"N","Y"
"SPD0361",0,"N","Y"
"SPD0502",0,"N","Y"
"SPD0515",0,"N","Y"
"SPD0555",0,"N","Y"
"SPD0560",0,"N","Y"
"SPD0568",0,"N","Y"
"SPD0610",0,"N","Y"
"SPD0620",0,"N","Y"
"SPD0660",0,"N","Y"
"SPD0670",0,"N","Y"
"PRI65483",12,"S","Y"
"STR21400",0,"N","Y"
"STR22051",0,"N","Y"
"STR22512",0,"N","Y"
"STR22519",0,"N","Y"
"STR25090",0,"N","Y"
"STR25101",0,"N","Y"
"STR25123",0,"N","Y"
"STR25141",0,"N","Y"
"STR25183",0,"N","Y"
"STR33221",0,"N","Y"
"STR33254",0,"N","Y"
"STR44100",0,"N","Y"
"STR44130",0,"N","Y"
"STR44400",0,"N","Y"
"STR44411",0,"N","Y"
"STR45071",0,"N","Y"
"STR45073",0,"N","Y"
"STR45110",0,"N","Y"
"STR45113",0,"N","Y"
"STR45131",0,"N","Y"
"STR45232",0,"N","Y"
"STR45903",0,"N","Y"
"STR45910",0,"N","Y"
"STR51002",1,"P","N"
"STR51103",0,"N","Y"
"STR51105",0,"N","Y"
"STR61052",0,"N","Y"
"STR61101",0,"N","Y"
"STR62302",0,"N","Y"
"STR63030",0,"N","Y"
"STR65020",0,"N","Y"
"STR65024",0,"N","Y"
"STR65069",0,"N","Y"
"STR68201",0,"N","Y"
"STR68222",0,"N","Y"
"STR68251",0,"N","Y"
"STR69901",3,"S","Y"
"STR69906",11,"S","Y"
"STR72101",0,"N","Y"
"STR74001",0,"N","Y"
"STR74175",2,"S","Y"
"STR74904",0,"N","Y"
"STR75000",0,"N","Y"
"STR75014",2,"S","Y"
"STR75115",0,"N","Y"
"UNC77360",6,"S","Y"
"UNC77921",0,"N","Y"
"UNC78161",2,"S","Y"
"UNC78211",2,"S","Y"
"UNC81001",22,"S","Y"
"UNC81022",5,"S","Y"
"UNC81032",4,"S","Y"
"UNC81071",1,"S","Y"
"UNC81081",13,"S","Y"
"UNC81112",0,"N","Y"
"UNC81122",0,"N","Y"
"UNC81161",3,"S","Y"
"UNC81171",0,"N","Y"
"UNC81362",2,"S","Y"
"UNC83002",3,"S","Y"
"UNC83041",2,"S","Y"
"UNC83051",2,"S","Y"
"UNC83112",0,"N","Y"
"UNC86020",4,"S","Y"
"UNC86120",1,"S","Y"
"UNC86360",3,"S","Y"
"UNC86901",0,"N","Y"
"UNC87360",1,"S","Y"
"UNC87442",15,"S","Y"
"UNC87681",0,"N","Y"
"UNC87692",0,"N","Y"
"UNC88121",12,"S","Y"
"UNC88181",32,"N","Y"
"UNC88183",0,"N","Y"
"UNC88211",0,"S","Y"
"UNC88221",3,"S","Y"
"UNC88291",24,"S","Y"
"UNC88311",23,"S","Y"
"UNC88381",4,"S","Y"
"UNC88411",16,"S","Y"
"UNC88471",8,"S","Y"
"UNC88491",29,"S","Y"
"UNC88493",45,"S","Y"
"UNC88551",0,"N","Y"
"UNC88601",0,"N","Y"
"UNC88691",6,"S","Y"
"UNC88711",0,"N","Y"
"UNC88801",0,"N","Y"
"UNC88961",35,"N","Y"
"UNC89001",12,"S","Y"
"UNC89011",25,"S","Y"
"UNC89052",9,"S","Y"
"UNC89102",6,"S","Y"
"UNC89361",14,"S","Y"
"VOLVC10ACS",4,"S","Y"
"VOLVC10BB",0,"N","Y"
"VOLVC10EBS",0,"S","Y"
"VOLVC10MRS",8,"S","Y"
"VOLVC10RMS",0,"S","Y"
"VOLVC10TH",15,"S","Y"
"VOLVCSN7HMR",0,"N","Y"
"VOLVCTHM32HC7HMRB",0,"N","Y"
"VOLVC2CSTSS",0,"N","Y"
"VOLVC2RGR",0,"N","Y"
"VOLVC2SK",0,"N","Y"
"VOLVC2TL",0,"N","Y"
"VOLVC2TT",0,"N","Y"
"VOLVCSF7WMR",0,"N","Y"
"VOLVCHSB",0,"N","Y"
"VOLVCHSSMS",0,"N","Y"
"VOLVCTP110S",0,"S","Y"
"VOLVCTP1MS",0,"N","Y"
"WALVAF04412",0,"P","N"
"WALVAF24412",0,"P","N"
