"item_id",qty_available,"stock_status","active_status"
"TAPMAG4805BL",0,"N","Y"
"TAPTOOL6701",0,"N","Y"
"BUS131056CRO2",0,"P","Y"
"HLTR01526STP1",0,"P","Y"
"HLTR01526STP3",0,"P","Y"
"TORR3HB01",6,"S","Y"
"TORRB0100",0,"N","Y"
"TORRKS091P",0,"N","Y"
"TORRPC093P",0,"N","Y"
"PRLWIN92306MX411",0,"S","Y"
"SUN10263",0,"N","Y"
"SUNCB220750",0,"N","Y"
"SUNCB221050",0,"N","Y"
"SUNCB520825WP",0,"N","Y"
"SUNCB521025WP",0,"N","Y"
"SUNCBP6",0,"N","Y"
"SUNCBS1323TILT",0,"N","Y"
"SUNCD13RD003A",0,"N","Y"
"SUNCD13RDM39",0,"N","Y"
"SUNCFDT10M2",0,"N","Y"
"SUNCRFTS2",0,"N","Y"
"SUNCS12RM3932",0,"N","Y"
"SUNCS2531250",1,"S","Y"
"SUNCS2562450",0,"S","Y"
"SUNCS263940AO",0,"N","Y"
"SUNCS282532",0,"N","Y"
"SUNCS28432",0,"N","Y"
"SUNCS6115642",0,"N","Y"
"SUNCSH3940",1,"S","Y"
"SUNCSH41650",3,"S","Y"
"SUNSM002",0,"N","Y"
"SUNSM0039",10,"S","Y"
"SUNSM0230",0,"N","Y"
"SUNSM053",0,"N","Y"
"SUNSM055",0,"N","Y"
"SUNSM066",2,"S","Y"
"SUNSM1512",0,"N","Y"
"SUNSM4406",0,"N","Y"
"SUNSM4460",0,"N","Y"
"SUNSM4800",0,"N","Y"
"SUNSM4812",0,"N","Y"
"SUNSM4878",5,"S","Y"
"SUNSM5010",4,"S","Y"
"SUNSM5515",0,"N","Y"
"SUNSM5536",0,"N","Y"
"SUNSM7130",0,"N","Y"
"SUNSM754",2,"N","Y"
"SUNSM7701",0,"N","Y"
"SUNSM8522",0,"N","Y"
"SUNSM8559",0,"N","Y"
"SUNST0018",0,"N","Y"
"SUNST1005",0,"N","Y"
"BUS201932BLAZE",0,"P","Y"
"BUS201932MAX",0,"P","Y"
"TAU524709G2C13",0,"S","Y"
"TAU524740G215",0,"S","Y"
"TORRLS092POP",0,"N","Y"
"TAU510638",0,"N","Y"
"CAS00004S",0,"P","Y"
"CAS00029S",0,"P","Y"
"CAS00081S",0,"P","Y"
"CAS00095S",0,"P","Y"
"CAS00220S",0,"P","Y"
"SMICCKBI",0,"N","Y"
"BERGU6D228687L",0,"N","Y"
"BERGU6D228687XL",0,"N","Y"
"BERLU19756108L",0,"S","Y"
"BERLU19756108S",0,"N","Y"
"BERLU19756177XL",0,"S","Y"
"ZIP28045",0,"N","Y"
"ZIP28052",0,"N","Y"
"ZIP28054",0,"N","Y"
"ZIP28059",0,"N","Y"
"ZIP28062",0,"N","Y"
"ZIP28069",0,"N","Y"
"ZIP28071",0,"N","Y"
"ZIP28078",1,"S","Y"
"ZIP30001",0,"N","Y"
"ZIP30028",0,"N","Y"
"ZIP30031",0,"N","Y"
"ZIP41065",0,"N","Y"
"ZIP41067",0,"N","Y"
"ZIP41087",0,"N","Y"
"ZIP41113",0,"N","Y"
"ZIP45004",0,"N","Y"
"ZIP45006",0,"N","Y"
"ZIP45013",0,"N","Y"
"ZIP45015",0,"N","Y"
"ZIP45020",0,"N","Y"
"ZIP45022",0,"N","Y"
"ZIPZAT",0,"N","Y"
"LIM12130",0,"N","Y"
"WVR849807",0,"S","Y"
"WVR849809",0,"N","Y"
"WVR849827",0,"N","Y"
"FIV71196178M",0,"C","Y"
"FIV743690193030",0,"N","Y"
"FIV743690193034",1,"S","Y"
"FIV743690193236",1,"S","Y"
"FIV743690193432",1,"S","Y"
"FIV743690193830",0,"N","Y"
"FIV743690193834",0,"N","Y"
"FIV743690194232",0,"N","Y"
"FIV743690194236",0,"N","Y"
"FIV743690552830",0,"N","Y"
"FIV743690552834",0,"N","Y"
"FIV743690553232",0,"S","Y"
"FIV743690553236",2,"S","Y"
"FIV743690553634",1,"S","Y"
"FIV743690553830",0,"N","Y"
"FIV743690554032",0,"N","Y"
"FIV743690554036",0,"N","Y"
"FIV743690554232",0,"N","Y"
"FIV743690554434",0,"N","Y"
"FIV743691902830",0,"N","Y"
"FIV743691903036",0,"N","Y"
"FIV743691903232",1,"S","Y"
"FIV743691903434",1,"S","Y"
"FIV743691903630",0,"N","Y"
"FIV743691903634",1,"S","Y"
"FIV743691903836",0,"N","Y"
"FIV743691904032",0,"N","Y"
"FIV743691904430",0,"N","Y"
"FIV743691904434",0,"N","Y"
"FIV743850182836",0,"N","Y"
"FIV743850183032",0,"N","Y"
"FIV743850183036",0,"N","Y"
"FIV743850183834",0,"N","Y"
"FIV743850184030",0,"N","Y"
"FIV743850184232",0,"N","Y"
"FIV743850184236",0,"N","Y"
"FIV743850552834",0,"N","Y"
"FIV743850553030",0,"N","Y"
"FIV743850553236",3,"S","Y"
"FIV743850553434",1,"S","Y"
"FIV743850553636",1,"S","Y"
"FIV743850553832",0,"N","Y"
"FIV743850554230",0,"N","Y"
"FIV743850554234",0,"N","Y"
"FIV743850554436",0,"N","Y"
"FIV743851902832",0,"N","Y"
"FIV743851903230",1,"S","Y"
"FIV48099019L",1,"S","Y"
"FIV48099019M",1,"S","Y"
"FIV48099019S",1,"C","Y"
"FIV48099724S",0,"N","Y"
"FIV48099724XL",0,"N","Y"
"FIV48099724XS",0,"N","Y"
"FIV481110192XL",1,"S","Y"
"FIV48111191XL",0,"N","Y"
"FIV48111191XS",0,"N","Y"
"FIV50023019",1,"S","Y"
"FIV50025019",1,"C","Y"
"FIV51049019",1,"S","Y"
"FIV51053019",2,"S","Y"
"FIV51054019",2,"S","Y"
"FIV51057999",1,"S","Y"
"FIV51059999",1,"S","Y"
"FIV56003019",0,"N","Y"
"FIV56955169",0,"N","Y"
"FIV56956169",0,"N","Y"
"FIV56961021",0,"S","Y"
"FIV58602131",0,"N","Y"
"FIV58602188",0,"N","Y"
"FIV58602328",1,"S","Y"
"FIV58604018",0,"S","Y"
"FIV58711019",3,"S","Y"
"FIV58711131",3,"S","Y"
"FIV58718131",0,"N","Y"
"FIV58719019",0,"N","Y"
"FIV58719131",0,"N","Y"
"FIV58721019",0,"N","Y"
"FIV59245019",0,"N","Y"
"FIV59245120",0,"N","Y"
"FIV59340019S",0,"N","Y"
"FIV59340019XL",2,"S","Y"
"FIV593410192XL",0,"N","Y"
"FIV59341019L",4,"S","Y"
"FIV59341019M",3,"S","Y"
"FIV593430192XL",0,"N","Y"
"FIV59343019L",0,"S","Y"
"FIV59343019M",1,"S","Y"
"FIV59343019S",0,"N","Y"
"FIV59352019M",1,"S","Y"
"FIV59352019S",0,"N","Y"
"FIV59352019XL",6,"S","Y"
"FIV593530192XL",0,"N","Y"
"FIV59354120XL",0,"N","Y"
"FIV59405019L",2,"S","Y"
"FIV59405019M",3,"S","Y"
"FIV59405019S",0,"N","Y"
"FIV59409190XL",0,"N","Y"
"FIV595511202XL",0,"N","Y"
"FIV595511203XL",0,"N","Y"
"FIV595511204XL",0,"N","Y"
"FIV59551120L",0,"N","Y"
"FIV595520194XL",0,"N","Y"
"FIV59552019L",2,"S","Y"
"FIV59552019M",2,"S","Y"
"FIV59552019S",0,"N","Y"
"FIV59552019XL",2,"S","Y"
"FIV59552190S",0,"N","Y"
"FIV59552190XL",0,"N","Y"
"FIV595671202XL",1,"S","Y"
"FIV595671203XL",0,"N","Y"
"FIV595681203XL",0,"N","Y"
"FIV595681204XL",0,"N","Y"
"FIV59568120L",0,"N","Y"
"FIV59568120M",0,"N","Y"
"FIV71180848M",0,"C","Y"
"FIV800011822XL",0,"S","Y"
"FIV80001182L",0,"S","Y"
"FIV80001182M",1,"S","Y"
"FIV80008162XL",0,"S","Y"
"FIV89250019LXL",0,"N","Y"
"BERLU19756177XXXL",0,"N","Y"
"BERLU19756178XXL",0,"S","Y"
"BERLU20756108L",0,"S","Y"
"BERLU20756177M",1,"S","Y"
"BERLU20756177XL",1,"S","Y"
"BERLU20756178XXL",0,"S","Y"
"BERP200710177L",0,"S","Y"
"BERP200710177XXXL",0,"N","Y"
"BERP200710187M",2,"S","Y"
"BERP200710199S",0,"N","Y"
"BERP200710199XXL",0,"S","Y"
"BERPU34701986L",0,"S","Y"
"BERPU34701986XL",0,"S","Y"
"KER1082PP1",0,"P","Y"
"KER1282CCKS",0,"P","Y"
"SIM800304",245,"S","Y"
"SIM800202",400,"S","Y"
"GNZBC10161",80,"S","Y"
"GNZBC1041",270,"S","Y"
"EDGDOVEPK",0,"P","Y"
"TRJRX06X",0,"P","Y"
"TRJTA31HX",0,"P","Y"
"TRJTA31RCOM150CPX",0,"P","Y"
"TRJTA33G9X",0,"P","Y"
"TRJTA33R8X",0,"P","Y"
"TRJTR202GX",0,"P","Y"
"TRJTR20GX",0,"P","Y"
"TRJTR221X",0,"P","Y"
"TRJTR222X",0,"P","Y"
"TRJTR231X",0,"P","Y"
"TRJTR232X",0,"P","Y"
"TRJTR23RX",0,"P","Y"
"TRJTX30X",0,"P","Y"
"PRLWIN92308DBW10",1,"C","Y"
"PRLWIN92308DBY4",0,"S","Y"
"PRLWIN92308DBY6",0,"P","N"
"PRLWIN92308MX411",0,"S","Y"
"PRLWIN92308MX48",0,"S","Y"
"PRLWIN92308MX4ST10",0,"S","Y"
"PRLWIN92308MX4W10",0,"S","Y"
"PRLWIN92308MX4W6",0,"S","Y"
"PRLWIN92308MX4Y4",0,"S","Y"
"PRLWIN92308MX4Y6",0,"S","Y"
"TROSTRXAL113BT01",11,"S","Y"
"RQI VBOARD 2X2X48",0,"O","N"
"PRL42006WXL",0,"N","Y"
"PRL42006XXL",0,"C","Y"
"PRL42007L",0,"N","Y"
"PRL42007S",0,"N","Y"
"PRL42008XL",1,"C","Y"
"PRL5630111",0,"N","Y"
"PRL563019",0,"N","Y"
"PRL56301W5",0,"N","Y"
"PRL5660112",0,"N","Y"
"PRL566018",0,"N","Y"
"PRLNW950M",0,"N","Y"
"PRLW275V12",0,"N","Y"
"PRLW275V14",0,"N","Y"
"PRLW285D12",0,"N","Y"
"PRLW285D14",0,"N","Y"
"PRLW295D11",0,"N","Y"
"PRLW295D13",0,"N","Y"
"PRLW40012",0,"N","Y"
"PRLW4007",0,"N","Y"
"SIM800205",276,"S","Y"
"ZIP142099",0,"N","Y"
"ZIP142102",0,"N","Y"
"ZIP142263",0,"N","Y"
"ZIP142270",0,"N","Y"
"ZIP142625",0,"N","Y"
"ZIP142634",0,"N","Y"
"ZIP142745",0,"N","Y"
"ZIP214",0,"N","Y"
"TORRPGF84",0,"N","Y"
"TORRX0094",0,"N","Y"
"TORRRH005",0,"N","Y"
"TAPAR09107",0,"N","Y"
"PRLWIN92302DBST8",0,"S","Y"
"PRLWIN92302DBST9",0,"S","Y"
"PRLWIN92306MX413",0,"S","Y"
"PRLWIN92306MX414",0,"N","Y"
"PRLWIN92306MX48",0,"S","Y"
"PRLWIN92306MX49",0,"S","Y"
"SUNCB221250",0,"N","Y"
"SUNCBS913TILT",0,"N","Y"
"SUNCD12RM242",0,"N","Y"
"SUNCLGL3",0,"N","Y"
"SUNCLGL5",0,"N","Y"
"SUNCM2125W30EP",0,"S","Y"
"SUNCRFTS1",0,"N","Y"
"SUNCS242628IRC",0,"N","Y"
"SUNCTM1",0,"S","Y"
"SUNSM0101",0,"N","Y"
"SUNSM0130",0,"N","Y"
"SUNSM0137",0,"N","Y"
"SUNSM0201",0,"N","Y"
"SUNSM4214",0,"N","Y"
"SUNSM4250",0,"N","Y"
"SUNSM4300",0,"N","Y"
"SUNSM4305",0,"N","Y"
"SUNSM4822",0,"N","Y"
"SUNSM4873",0,"N","Y"
"SUNSM4874",0,"N","Y"
"SUNSM4877",7,"S","Y"
"SUNSM6175",0,"N","Y"
"SUNSM7005",0,"N","Y"
"SUNSM7015",0,"N","Y"
"SUNSM7021",0,"N","Y"
"SUNSM7025",0,"N","Y"
"SUNSM7900",0,"N","Y"
"SUNSM8477",0,"N","Y"
"SUNSM8500",0,"N","Y"
"SUNSM8513",0,"N","Y"
"SUNST1006",0,"N","Y"
"SUNST1007",0,"N","Y"
"SUNST1031",0,"N","Y"
"SUNST1878",0,"N","Y"
"TAU524745G210",0,"N","Y"
"TAU524745G212",0,"S","Y"
"TAU524745G2C10",0,"S","Y"
"TORRHB001POP",0,"N","Y"
"CAS00035S",0,"P","Y"
"CAS00042S",0,"P","Y"
"CAS00046S",0,"P","Y"
"CAS00077S",0,"P","Y"
"BERLU19756108XXL",0,"S","Y"
"BERLU19756108XXXL",0,"N","Y"
"BERLU19756177L",1,"S","Y"
"BERLU19756177M",0,"S","Y"
"BERLU20756108S",0,"N","Y"
"BERLU20756108XL",0,"S","Y"
"BERLU20756108XXL",0,"S","Y"
"BERLU20756108XXXL",0,"N","Y"
"BERLU20756177L",0,"S","Y"
"BERP200710177M",1,"S","Y"
"BERP200710177S",0,"N","Y"
"BERP200710177XL",1,"S","Y"
"BERP200710177XXL",2,"S","Y"
"BERPU34701975L",0,"S","Y"
"BERPU34701975M",0,"S","Y"
"BERPU34701975XL",0,"S","Y"
"BERPU34701975XXL",0,"S","Y"
"KER1670BLKCCKS",0,"P","Y"
"TROSTRXAL172BT01",2,"S","Y"
"TROSTRXAL190BT01",11,"S","Y"
"GNZQCLR1",152,"S","Y"
"LEU67675",0,"S","Y"
"TRJPROMO",92,"N","Y"
"TRJTA31RCOM4CPX",0,"P","Y"
"TRJTA338X",0,"P","Y"
"TRJTA339X",0,"P","Y"
"TRJTA33G8X",0,"P","Y"
"TRJTR20X",0,"P","Y"
"TRJTR23X",0,"P","Y"
"TRJTR243GX",0,"P","Y"
"TRJTR24GX",0,"P","Y"
"TRJTR24RX",0,"P","Y"
"PRLWIN92308DBW7",0,"S","Y"
"PRLWIN92308MX4ST12",0,"S","Y"
"PRLWIN92308MX4ST13",0,"S","Y"
"PRLWIN92308MX4ST14",0,"N","Y"
"PRLWIN92308MX4ST8",0,"S","Y"
"STKSPAJD12",9,"S","Y"
"SIGMAG250C4314X",0,"S","Y"
"SIGMAG250C917X",34,"S","Y"
"SIGMAG5222210",0,"S","Y"
"PRL42006WL",0,"N","Y"
"PRL42006WM",0,"N","Y"
"PRL42007XXL",0,"N","Y"
"PRL420084XL",0,"N","Y"
"PRL42008L",1,"C","Y"
"PRL42008M",1,"C","Y"
"PRL5630112",0,"N","Y"
"PRL5630113",0,"N","Y"
"PRL5630114",0,"N","Y"
"PRL563018",0,"N","Y"
"PRLW275V10",0,"N","Y"
"PRLW285D7",0,"N","Y"
"PRLW285D8",0,"N","Y"
"PRLW285D9",0,"N","Y"
"PRLW295D10",0,"N","Y"
"PRLW4009",0,"N","Y"
"ZIP121340",0,"N","Y"
"ZIP121505",0,"N","Y"
"ZIP142095",0,"N","Y"
"ZIP142096",0,"N","Y"
"ZIP142098",0,"N","Y"
"ZIP142276",0,"N","Y"
"ZIP142586",0,"N","Y"
"ZIP24457",0,"N","Y"
"ZIP24459",0,"N","Y"
"ZIP24710",5,"S","Y"
"ZIP24749",0,"N","Y"
"ZIP24750",0,"N","Y"
"ZIP24751",0,"N","Y"
"ZIP24752",0,"N","Y"
"ZIP24797",0,"N","Y"
"ZIP24798",0,"N","Y"
"ZIP24799",0,"N","Y"
"ZIP24800",0,"N","Y"
"ZIP24814",0,"N","Y"
"ZIP24815",0,"N","Y"
"ZIP24816",0,"N","Y"
"ZIP24839",0,"N","Y"
"ZIP24840",0,"N","Y"
"ZIP24891",0,"N","Y"
"ZIP24892",0,"N","Y"
"ZIP24939",0,"N","Y"
"ZIP24940",0,"N","Y"
"ZIP24991",0,"N","Y"
"ZIP28008",1,"C","Y"
"ZIP28021",0,"N","Y"
"ZIP28022",0,"N","Y"
"ZIP28023",0,"N","Y"
"ZIP28024",0,"N","Y"
"ZIP28038",0,"N","Y"
"ZIP28056",0,"N","Y"
"ZIP28057",0,"N","Y"
"ZIP28058",0,"N","Y"
"ZIP28072",0,"N","Y"
"ZIP28073",0,"N","Y"
"ZIP24485",0,"N","Y"
"ZIP24747",0,"N","Y"
"ZIP24748",0,"N","Y"
"ZIP24756",0,"N","Y"
"ZIP24813",0,"N","Y"
"ZIP24823",0,"N","Y"
"ZIP24827",0,"N","Y"
"ZIP24836",0,"N","Y"
"ZIP24880",0,"N","Y"
"ZIP24895",0,"N","Y"
"ZIP24929",0,"N","Y"
"ZIP24936",0,"N","Y"
"ZIP24938",0,"N","Y"
"ZIP28001",0,"N","Y"
"ZIP28003",0,"N","Y"
"ZIP28010",0,"S","Y"
"ZIP28012",0,"N","Y"
"ZIP28019",0,"N","Y"
"ZIP28028",0,"N","Y"
"ZIP28035",0,"N","Y"
"ZIP28037",0,"N","Y"
"ZIP28042",0,"N","Y"
"ZIP28044",0,"N","Y"
"ZIP28051",0,"N","Y"
"ZIP28053",0,"N","Y"
"ZIP28060",0,"N","Y"
"ZIP28068",0,"N","Y"
"ZIP28070",0,"N","Y"
"ZIP28077",0,"N","Y"
"ZIP28079",2,"S","Y"
"ZIP30029",0,"N","Y"
"ZIP30032",0,"N","Y"
"ZIP41029",0,"N","Y"
"ZIP41066",0,"N","Y"
"ZIP41101",0,"N","Y"
"ZIP44004",0,"N","Y"
"ZIP45003",0,"N","Y"
"ZIP45005",0,"N","Y"
"ZIP45012",0,"N","Y"
"ZIP45014",0,"N","Y"
"ZIP45021",0,"N","Y"
"ZIP45023",0,"N","Y"
"ZIPPDF09",0,"N","Y"
"LIM12131",2,"S","Y"
"LIM12135",2,"S","Y"
"BUS205106TAS",0,"P","Y"
"WVR849808",0,"N","Y"
"WVR849810",6,"S","Y"
"WVR849825",0,"N","Y"
"WVR849811",0,"S","Y"
"FIV71196685M",0,"C","Y"
"FIV743690192836",0,"N","Y"
"FIV743690193032",1,"S","Y"
"FIV743690193430",1,"S","Y"
"FIV743690193434",1,"S","Y"
"FIV743690193832",0,"N","Y"
"FIV743690193836",0,"N","Y"
"FIV743690194230",0,"N","Y"
"FIV743690194234",0,"N","Y"
"FIV743690552832",0,"N","Y"
"FIV743690552836",0,"N","Y"
"FIV743690553234",1,"S","Y"
"FIV743690553430",1,"S","Y"
"FIV743690553632",0,"N","Y"
"FIV743690553636",1,"S","Y"
"FIV743690554034",0,"N","Y"
"FIV743690554230",0,"N","Y"
"FIV743690554436",0,"N","Y"
"FIV743691902832",0,"N","Y"
"FIV743691903034",0,"N","Y"
"FIV743691903230",1,"S","Y"
"FIV743691903436",2,"S","Y"
"FIV743691903632",0,"N","Y"
"FIV743691904030",0,"N","Y"
"FIV743691904034",0,"N","Y"
"ZIP28074",0,"N","Y"
"ZIP28075",0,"N","Y"
"ZIP30033",0,"N","Y"
"ZIP30047",0,"N","Y"
"ZIP30053",0,"N","Y"
"ZIP41069",0,"N","Y"
"ZIP41073",0,"N","Y"
"ZIP41074",0,"N","Y"
"ZIP41085",0,"N","Y"
"ZIP45007",0,"N","Y"
"ZIP45008",0,"N","Y"
"ZIP45009",0,"N","Y"
"ZIP45010",0,"N","Y"
"ZIP45011",0,"N","Y"
"ZIP45024",0,"N","Y"
"ZIPCCD05",0,"N","Y"
"ZIPCM02",0,"N","Y"
"ZIPMGSGK",0,"N","Y"
"WVR849801",3,"S","Y"
"WVR849802",0,"N","Y"
"WVR849806",6,"S","Y"
"FIV743690193036",0,"N","Y"
"FIV743690193230",1,"S","Y"
"FIV743690193232",1,"S","Y"
"FIV743690193234",0,"S","Y"
"FIV743690194030",0,"N","Y"
"FIV743690194032",0,"N","Y"
"FIV743690194034",0,"N","Y"
"FIV743690194036",0,"N","Y"
"FIV743690553030",0,"N","Y"
"FIV743690553032",1,"S","Y"
"FIV743690553034",1,"S","Y"
"FIV743690553036",0,"N","Y"
"FIV743690553230",1,"S","Y"
"FIV743690553832",0,"N","Y"
"FIV743690553834",0,"N","Y"
"FIV743690553836",0,"N","Y"
"FIV743690554030",0,"N","Y"
"FIV743691902834",0,"N","Y"
"FIV743691902836",0,"N","Y"
"FIV743691903030",0,"N","Y"
"FIV743691903032",0,"N","Y"
"FIV743691903636",0,"N","Y"
"FIV743691903830",0,"N","Y"
"FIV743691903832",0,"N","Y"
"FIV743691903834",0,"N","Y"
"FIV743691904436",0,"N","Y"
"FIV743850182830",0,"N","Y"
"FIV743850182832",0,"N","Y"
"FIV743850182834",0,"N","Y"
"FIV743850183430",1,"S","Y"
"FIV743850183432",1,"S","Y"
"FIV743850183434",1,"S","Y"
"FIV743850183436",0,"N","Y"
"FIV743850184032",0,"N","Y"
"FIV743850184034",0,"N","Y"
"FIV743850184036",0,"N","Y"
"FIV743850184230",0,"N","Y"
"FIV743850553032",1,"S","Y"
"FIV743850553034",2,"S","Y"
"FIV743850553036",0,"N","Y"
"FIV743850553230",1,"S","Y"
"FIV743850553232",0,"S","Y"
"FIV743850553630",0,"N","Y"
"FIV743850553632",0,"N","Y"
"FIV743850554236",0,"N","Y"
"FIV743850554430",0,"N","Y"
"FIV743850554432",0,"N","Y"
"FIV743850554434",0,"N","Y"
"FIV743851903830",0,"N","Y"
"FIV743851903832",0,"N","Y"
"FIV743851903834",0,"N","Y"
"FIV743851903836",0,"N","Y"
"FIV743857242832",0,"N","Y"
"FIV743857242834",0,"N","Y"
"FIV743857242836",0,"N","Y"
"FIV743857243030",0,"N","Y"
"FIV743857243434",0,"N","Y"
"FIV743857243436",0,"N","Y"
"FIV743857244034",0,"N","Y"
"FIV743857244036",0,"N","Y"
"FIV743857244230",0,"N","Y"
"FIV743857244232",0,"N","Y"
"FIV743857244234",0,"N","Y"
"DED08438",0,"N","Y"
"DED08439",2,"S","Y"
"DED08440",2,"S","Y"
"DED08441",0,"N","Y"
"ATVBDMRED",0,"S","Y"
"ATVPSRDMXL",2,"S","Y"
"ATVUTVMIR1",0,"N","Y"
"HOR80782",0,"S","Y"
"BUS119327C",79,"S","Y"
"BUS119437C",21,"S","Y"
"BUS119447C",114,"S","Y"
"BUS119476C",0,"C","Y"
"BUS134218C",0,"N","Y"
"BUS138005",1,"S","Y"
"BUS138005C",0,"N","Y"
"BUS150126",0,"N","Y"
"BUS201965",51,"S","Y"
"BUS201966",35,"S","Y"
"BUS360500",0,"N","Y"
"BUS713946B",0,"S","Y"
"BUS713947B",0,"N","Y"
"BUS714164B",0,"S","Y"
"BUS854144MD",5,"S","Y"
"BUSE3940SF",0,"S","Y"
"BUSET1624F",7,"S","Y"
"BUT42527",0,"N","Y"
"BUT42829",0,"N","Y"
"BUT44344",0,"N","Y"
"HOP0701507",0,"N","Y"
"MIL27656",0,"N","Y"
"MILTLTL1",0,"N","Y"
"MILTLXTR",0,"N","Y"
"SIM119234C",0,"N","Y"
"SIM119236C",0,"N","Y"
"UNC42155",0,"N","Y"
"UNC51121",0,"N","Y"
"UNC53411",93,"S","Y"
"UNC53451",0,"N","Y"
"UNC87703",0,"N","Y"
"UNC88472",0,"N","Y"
"PAC05173",30,"S","Y"
"PAC05175",0,"S","Y"
"BCY35625",16,"S","Y"
"BCY38459",11,"S","Y"
"BCY33912",15,"S","Y"
"BCY33922",6,"S","Y"
"BCY34802",26,"S","Y"
"HOG01217BLKGRY",0,"N","Y"
"HOG01227BLKGRY",0,"N","Y"
"HOG01327BLKGRY",0,"N","Y"
"HOG01437BLKGRY",0,"N","Y"
"HOG01447BLKGRY",0,"N","Y"
"HOG03177BLKGRY",0,"N","Y"
"HOG09117BLKGRY",0,"N","Y"
"HOG15177BLKGRY",0,"N","Y"
"HOG19012",0,"N","Y"
"HOG20167BLKGRY",0,"N","Y"
"HOG20167TAN",0,"N","Y"
"HOG20177BLKGRY",0,"N","Y"
"HOG20177TAN",0,"N","Y"
"HOG21167BLKGRY",0,"N","Y"
"HOG21177BLKGRY",0,"N","Y"
"HOG25012",0,"N","Y"
"FIV89250019SM",0,"N","Y"
"FIV89250120LXL",0,"N","Y"
"PEL90974",0,"N","Y"
"PEL90975",0,"N","Y"
"PEL90976",0,"N","Y"
"MEPML11420",0,"N","Y"
"MEPML11802",0,"N","Y"
"MEPML15139",0,"N","Y"
"MEPML16563",0,"N","Y"
"MEPML68004",0,"N","Y"
"MEPML68803",0,"N","Y"
"SENEQ1459E",0,"N","Y"
"SENESB3",0,"N","Y"
"SENPL048E",0,"N","Y"
"TROSPISMK3B0BT00",0,"N","Y"
"TROSPISMK3B0TT00",0,"N","Y"
"DOS54852",0,"N","Y"
"DOS55452",0,"N","Y"
"PLN93791",0,"N","Y"
"PLN93792",0,"N","Y"
"PLN93793",0,"N","Y"
"PLN93794",0,"N","Y"
"BCY35635",21,"S","Y"
"BCY35637",0,"N","Y"
"BCY35640",0,"S","Y"
"BCY35642",0,"N","Y"
"DAC363134",178,"S","Y"
"DAC363158",61,"S","Y"
"DAC363219",189,"S","Y"
"DAC363226",0,"N","Y"
"FIV1100712012W",0,"N","Y"
"FIV1100712013",0,"N","Y"
"FIV1100712013W",0,"N","Y"
"FIV1100712014",0,"N","Y"
"FIV1100712085W",0,"N","Y"
"FIV110071208W",0,"N","Y"
"FIV110071209",0,"N","Y"
"FIV1100712095",0,"N","Y"
"FIV1100801913W",0,"N","Y"
"FIV1100801914",0,"N","Y"
"FIV1100801915",0,"N","Y"
"FIV110080199",0,"N","Y"
"FIV1100801995",0,"N","Y"
"FIV1100801995W",0,"N","Y"
"FIV110080199W",0,"N","Y"
"FIV1200101914",0,"N","Y"
"FIV1200101915",0,"N","Y"
"FIV1200101995",0,"N","Y"
"FIV1200101995W",0,"N","Y"
"FIV120010199W",0,"N","Y"
"FIV1200201910",0,"N","Y"
"FIV1200201915",0,"N","Y"
"FIV120020194",0,"N","Y"
"FIV120020195",0,"N","Y"
"FIV1200201995W",0,"N","Y"
"FIV120020199W",0,"N","Y"
"FIV1200401910",0,"N","Y"
"FIV12004019105",0,"N","Y"
"FIV12004019105W",0,"N","Y"
"FIV120040194",0,"N","Y"
"FIV120040195",0,"N","Y"
"FIV120040196",0,"N","Y"
"FIV1200701910",0,"N","Y"
"FIV120070195",0,"N","Y"
"FIV120070196",0,"N","Y"
"FIV1200701965",0,"N","Y"
"FIV1201801911W",0,"N","Y"
"FIV1201801912",0,"N","Y"
"FIV1201801912W",0,"N","Y"
"FIV1201801913",0,"N","Y"
"FIV120180198",0,"N","Y"
"FIV1201801985",0,"N","Y"
"FIV1201801985W",0,"N","Y"
"HOG26167BLKGRY",0,"N","Y"
"HOG26167TAN",0,"N","Y"
"HOG26177BLKGRY",0,"N","Y"
"HOG27167BLKGRY",0,"N","Y"
"HOG27177BLKGRY",0,"N","Y"
"HOG28137TAN",0,"N","Y"
"HOG28147BLKGRY",0,"N","Y"
"HOG28157BLKGRY",0,"N","Y"
"HOG30177TAN",0,"N","Y"
"HOG31107BLKGRY",0,"N","Y"
"HOG31117BLKGRY",0,"N","Y"
"HOG38020",0,"N","Y"
"HOG38117BLKGRY",0,"N","Y"
"HOG38117TAN",0,"N","Y"
"HOG38137BLKGRY",0,"N","Y"
"HOG43107BLKGRY",0,"N","Y"
"HOG43107TAN",0,"N","Y"
"HOG43108",0,"N","Y"
"HOG43109",0,"N","Y"
"HOG43137TAN",0,"N","Y"
"HOG43140",0,"N","Y"
"HOG43141",0,"N","Y"
"HOG43142",0,"N","Y"
"HOG43143",0,"N","Y"
"HOG43155",0,"N","Y"
"HOG43156",0,"N","Y"
"HOG43157BLKGRY",0,"N","Y"
"HOG43157TAN",0,"N","Y"
"HOG45137TAN",0,"N","Y"
"HOG45147BLKGRY",0,"N","Y"
"HOG45147TAN",0,"N","Y"
"HOG45157BLKGRY",0,"N","Y"
"HOG52029",10,"S","Y"
"HOG52045",12,"S","Y"
"HOG52074",0,"N","Y"
"HOG52090",2,"S","Y"
"HOG52190",0,"N","Y"
"HOG52192",0,"N","Y"
"HOG72107BLKGRY",0,"N","Y"
